0	Minor
1	Major
2	Beginner lick
3	A minor pentatonic
4	Blues lick
5	A minor blues
6	Rock lick
7	Jazz lick
8	A7 chord tones
9	Country lick
10	A major pentatonic
11	{value1} ({value2}) = string {value3}, {value4}
12	{value1} {value2} note {value3} = string {value4}, {value5}
13	Play the open 6th string
14	Play the open 5th string
15	Play the open 4th string
16	Play the open 3rd string
17	Play the open 2nd string
18	Play the open 1st string
61	{value1} chord fingering
62	Shows the selected chord fingering
63	Fingering coming soon
64	Position 1
65	My progression
66	Bass
67	Piano
68	4-beat
69	8-beat
70	16-beat
71	Custom
72	Sustain
73	3rd
74	5th
75	Octave
76	Flat 7th
77	7th
78	Flat 5th
79	Approach tone to next chord
80	Next chord root
81	Auto rest
82	Female
83	Male
84	Voice OFF
85	First beat
86	Other beats
111	White
112	Gold Dark
113	A header design using the initial R as a nameplate anchor
155	Logo
156	App Icon
157	Archive
368	Random
439	Delete “{value1}”?
440	Delete {value1} selected progressions?
441	DRUM pattern
442	BASS pattern
443	PIANO pattern
444	Hat hi-hat · Shaker percussion · Drag to fill
445	R root · 3/5/8 intervals · - rest
446	Chord together · Stab short · Arp ↑/↓ broken
447	Metronome playback and tap tempo
448	Start metronome
449	Stop metronome
450	Tap to set BPM
451	Experimental
452	Close guitar cabinet glass door
453	Open guitar cabinet glass door
454	Headstock
455	Tuning peg
456	Nut
457	Fretboard
458	Pickup
459	Soundhole
460	Bridge
461	Saddle
462	String
463	Body
464	Current beat
465	One note per beat
466	Continuous 1 & 2 &
467	Continuous fast picking
468	2 notes/beat
469	Two notes per beat
470	Swing rhythm
471	Pitch Match mode
472	Pitch Match
473	Any matching pitch counts.
474	Position Practice mode
475	Position Practice
476	Practice on the displayed string and fret.
477	The same pitch can appear elsewhere. In this mode, use the displayed position.
478	Learn the controls
479	Explore open strings and fretboard markers
480	Learn notes on frets 0–3
481	Scales · Pentatonics · Licks
482	Practice scales, pentatonics, and short guitar phrases
483	Chord-change practice
484	Practice your own chord changes.
485	Core rhythms
486	Stage 3
487	More practice modes coming soon
488	Not implemented
489	👋 Welcome to FRETIVA LAB
490	The essentials for your first practice session
491	🧭 Navigation and shared features
492	Find your tools and practice courses here
493	🎯 ① Single Notes
494	Learn open position with the reference fretboard
495	🎸 ② Scales · Pentatonics
496	Choose key, type, and box, then follow the fretboard
497	🔥 ③ Rhythm & Chords
498	Combine chords, beat lengths, and rests to practice changes
499	🎼 Score Practice
500	Choose a piece and practice with staff notation and TAB
501	📚 Score Library · My Scores
502	Store PDFs, create scores, save, load, and back up
503	🎼 Mini Backing
504	Enter chords into bars for drum, bass, and piano backing
505	BPM, tempo automation, practice tracking, and backing together
506	Essential
507	🎛️ Audio Studio
508	Import, record, loop, edit, and save audio
509	Play target notes on your guitar to hit them
510	Choose instrument, tuning, and AUTO or a locked string
511	Quickly find notes, chords, and scales
512	Popular
513	🎛️ Sound & Rhythm
514	Manage backing instruments and shared rhythms
515	ℹ️ About
516	Accounts, privacy, local storage, and contact information
517	Quick start
518	Main tools
519	Settings and information
520	Position 2
521	Position 3
522	Position 4
523	Position 5
524	My progression {value1}
525	Bar {value1} 
526	Coda {value1} marker required
527	{value1}Required symbol: {value2}
528	Start low and ascend
529	Up and down
530	Ascend, then return
531	Start high and descend
532	Level 1
533	Level 2
534	Level 3
535	Level 4
536	Level 5
537	Frets 0–3 · Basic sequence
538	Easy Random
539	Normal
540	Frets 5–10 · Ascending/descending
541	Normal Random
542	Hard
543	E2–E5 · E major up/down
544	Hard Random
545	Perfect
546	Good
547	Listen and play
548	Play the target note
549	Success!
550	Play
551	Restart practice
552	Microphone off
553	Choose a practice card
554	Microphone permission denied
555	Microphone connected
556	MIDI connected
557	MIDI disconnected
558	Audio device disconnected
559	Audio input connection failed
560	Detecting
561	No signal
562	Practice contents
563	Practice Trainer
564	Practicing
565	The selected SVG logo cannot be deleted.
566	Guitars currently in use or saved in game slots cannot be deleted.
567	Delete this design?\nIt will move to the archive (trash).
568	Delete the selected design?\nIt will move to the archive (trash).
569	Delete all designs?\nActive designs and those saved in game slots will be kept.
570	Delete permanently?\nThis cannot be undone.
571	Empty trash and delete permanently?\nThis cannot be undone.
572	Archive ({value1})
573	The live design cannot be deleted.
574	Locked designs cannot be deleted. Unlock first.
575	Delete {value1} from Design Lab?
576	The live app icon cannot be deleted.
577	Locked app icons cannot be deleted. Unlock first.
578	Delete {value1} from App Icon Lab?
579	Reference the selected position only
580	Guitar fretboard information
581	No progression
582	{value1} copy
583	Position-based fretboard practice
584	Practice the selected box
585	{value1} · String {value2}, {value3}
586	Next note
587	Microphone permission required
588	Input device disconnected
589	Input connection failed
590	Couldn't start the microphone.\n\nRefresh and try again.
591	Press Resume when you return.
592	Audio setup required
593	Backing setup required
594	Connect a MIDI device
595	Audio input required
596	Unlock screen rotation and turn your phone to landscape.
597	Progress OFF
598	Current exercise
599	Current note
600	Next exercise
601	Next note
602	{value1} h {value2} min
603	Bars {value1}–{value2}
604	From bar {value1}
605	No range
606	Choose a new start bar for {value1} · Rhythm kept
607	Section to duplicate
608	Choose section {value1} start · Keep {value2} existing sections
609	Choose the first section's start bar
610	Choose the arrangement's start and end bars
611	Starts at bar {value1} · Choose the end bar
612	Check bars {value1}–{value2}
613	{value1} · Apply arrangement to bars {value2}–{value3}
614	Bars {value1}–{value2} use the default backing settings
615	Section duplication canceled
616	Section deleted · {value1} sections kept
617	Section deleted
618	Section {value1} deleted · {value2} sections kept
619	Section {value1} deleted
620	Changing key
621	Returning to original key
622	Split the 2-beat cell into two editable 1-beat cells
623	Merged two 1-beat cells into 2 beats, keeping the selected chord
624	Edit freely · Saving adds your own copy and keeps the original
625	Saved a new copy to My Backing
626	Redone
627	Restored previous edit
628	Cleared chords in all bars
629	Cleared repeat, ending, and navigation symbols
630	Cleared chords and structure/symbols
631	Bar {value1} is not in the current playback path
632	Couldn't start audio
633	No bars to play
634	Couldn't prepare the backing track
635	Loading
636	Quickly find notes and chord positions
637	Chord timeline with up to {value1} bars
638	A standalone reference for tempo and meter
639	Practice rhythm response through play
640	Rhythm · Chord changes
641	Practice box patterns and short guitar phrases
642	Open-position basics
643	Learn open-string and lower-position notes
644	Rhythm & Chords
645	Metronome-based guitar rhythm training
646	Applied {value1} section rhythm
647	Saved {value1} {value2} pattern
648	Stop the main backing track before using Preview
649	Stop the main backing track before previewing
650	Restored {value1} default rhythm
651	Restored all FRETIVA LAB default rhythms
652	Camera
653	Close this message, then pull down and release to refresh.
654	Close this message, then refresh your browser.
655	{value1} access was denied.\n\n{value2}\nTurn on {value3} again and choose Allow.\n\nIf no prompt appears, allow {value4} access in your browser settings.
656	Couldn't load audio.
